City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
604,Bowen,AU,80.56,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
606,Lamu,KE,82.38,light rain,-2.2717,40.902,Lamu House
609,Ondjiva,AO,66.24,light rain,-17.0667,15.7333,COMBUESA
611,Babīna,IN,97.83,clear sky,25.25,78.4667,Tuntun Dhaba
613,Praia,CV,70.34,few clouds,14.9215,-23.5087,LT Aparthotel
614,Pandan,PH,81.84,broken clouds,14.0453,124.1694,Bonifacio Lodge
615,Verāval,IN,83.32,clear sky,20.9,70.3667,Lords Inn Somnath
616,Quatre Cocos,MU,78.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
618,Gunnedah,AU,75.22,clear sky,-30.9833,150.25,Gunnedah Motor Inn
619,Nakamura,JP,67.12,clear sky,32.9833,132.9333,Hotel Crown Hills Nakamura
620,Kawambwa,ZM,60.19,overcast clouds,-9.7915,29.0791,Chembe Nsofu
622,Hwange,ZW,66.13,light rain,-18.3693,26.5019,Hwange Colliery Guest House
625,El Vigia,VE,77.72,overcast clouds,8.6219,-71.6506,Liceo Bolivariano 19 De Abril
629,São João da Barra,BR,67.89,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
633,Sawtell,AU,69.19,overcast clouds,-30.3833,153.1,The Bungalow Sawtell
637,Ibotirama,BR,70.74,overcast clouds,-12.1853,-43.2206,Serra do Rio Hotel
638,Luwuk,ID,78.85,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
639,Buraidah,SA,66.65,clear sky,26.326,43.975,Mövenpick Qassim
640,Dicabisagan,PH,80.89,scattered clouds,17.0818,122.4157,Nancy Montanes Bernardo
644,Tāybād,IR,60.76,overcast clouds,34.74,60.7756,لی پوش jean center
645,Haibara-akanedai,JP,64.65,broken clouds,34.5333,135.95,農事組合法人ざ・さとやま組合本部「離宮かやのもり」
647,Ulladulla,AU,76.1,clear sky,-35.35,150.4667,Sandpiper Motel
650,Virginia Beach,US,68.05,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
653,Lakatoro,VU,83.98,broken clouds,-16.0999,167.4164,Lakatoro Palm Lodge
654,Omboué,GA,76.6,overcast clouds,-1.5746,9.2618,Hotel Olako
655,Cap Malheureux,MU,78.48,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
658,Namatanai,PG,84.69,light rain,-3.6667,152.4333,Seagulls Inn Namatani
660,Al Bardīyah,LY,77.31,overcast clouds,31.7561,25.0865,بورتو بردية
661,Dallas,US,61.83,overcast clouds,32.7668,-96.7836,"Hotel Indigo Dallas Downtown, an IHG Hotel"
663,Mérida,MX,82.42,clear sky,20.9667,-89.6167,Hotel Nacional Mérida
666,Kampong Chhnang,KH,92.17,overcast clouds,12.1667,104.55,ផ្ទះសំណាក់ហេងស្រស់
667,Karratha,AU,96.26,few clouds,-20.7377,116.8463,ibis Styles Karratha
668,Yanam,IN,94.33,few clouds,16.7333,82.2167,The Regency Hotel
669,Sonoita,MX,71.49,clear sky,31.85,-112.8333,Hotel internacional
670,Kashgar,CN,60.01,dust,39.4547,75.9797,帕米尔青年旅舍
672,Grand Gaube,MU,78.39,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
673,Bandi̇̄pur,NP,86.31,clear sky,27.9333,84.4167,Bandipur Guest House
674,Baní,DO,74.64,broken clouds,18.2833,-70.3333,Hospedaje Henriquez
675,Chimbote,PE,65.08,overcast clouds,-9.0853,-78.5783,Hotel Briliá
677,Oriximiná,BR,74.48,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
678,Mango,US,76.96,scattered clouds,27.9797,-82.3065,Hilton Garden Inn Tampa East/Brandon
682,Tongliao,CN,60.33,scattered clouds,43.6125,122.2653,Meirujia Hotel
684,Bragança,BR,73.44,overcast clouds,-1.0536,-46.7656,Marujo's Suíte Hotel
686,Mbaïki,CF,71.13,broken clouds,3.8678,17.9892,Motel MBM
691,San Javier,ES,62.33,clear sky,37.8063,-0.8374,Hotel Mar Menor
692,Dori,BF,83.16,overcast clouds,14.0354,-0.0345,Hôtel Liptako
693,Kandi,BJ,79.52,broken clouds,11.1342,2.9386,Baric Motel De Kandi
